# n       ingenuo         pivotamento
2,        0.000005,       0.000126
4,        0.000005,       0.000009
8,        0.000014,       0.000022
16,       0.000058,       0.000068
32,       0.000316,       0.000375
64,       0.002185,       0.002136
128,      0.014775,       0.013454
256,      0.096635,       0.097401
512,      0.760690,       0.769700
1024,     6.462515,       6.461954
2048,     52.268370,      62.978575
